[DEBUG] 2020-11-02 19:55:01.477 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-11-02 19:55:01.499 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-11-02 19:55:01.527 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-11-02 19:55:01.757 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-11-02 19:55:01.781 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-11-02 19:55:02.418 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-11-02 19:55:02.419 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-11-02 19:55:02.434 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-11-02 19:55:03.218 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-11-02 19:55:03.292 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-11-02 19:55:03.293 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-11-02 19:55:03.495 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@11b377c5
[DEBUG] 2020-11-02 19:55:03.495 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@11b377c5
[DEBUG] 2020-11-02 19:55:03.496 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@23f3dbf0
[DEBUG] 2020-11-02 19:55:03.496 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@23f3dbf0
[DEBUG] 2020-11-02 19:55:03.511 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@20a05b32
[DEBUG] 2020-11-02 19:55:03.514 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@20a05b32
[DEBUG] 2020-11-02 19:55:03.520 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@763cf5b9
[DEBUG] 2020-11-02 19:55:03.520 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@763cf5b9
[DEBUG] 2020-11-02 19:55:03.521 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@3ed03652
[DEBUG] 2020-11-02 19:55:03.529 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@3681037
[DEBUG] 2020-11-02 19:55:03.533 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@4f3e7344
[DEBUG] 2020-11-02 19:55:03.534 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@4f3e7344
[DEBUG] 2020-11-02 19:55:03.536 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@782bf610
[DEBUG] 2020-11-02 19:55:03.546 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@782bf610
[DEBUG] 2020-11-02 19:55:03.562 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@3f628ce9
[DEBUG] 2020-11-02 19:55:03.563 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@3f628ce9
[DEBUG] 2020-11-02 19:55:03.564 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@75fc1992
[DEBUG] 2020-11-02 19:55:03.566 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@75fc1992
[DEBUG] 2020-11-02 19:55:03.570 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@3672276e
[DEBUG] 2020-11-02 19:55:03.570 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@3672276e
[DEBUG] 2020-11-02 19:55:03.571 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@54657dd2
[DEBUG] 2020-11-02 19:55:03.572 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@54657dd2
[DEBUG] 2020-11-02 19:55:03.573 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@2aa6311a
[DEBUG] 2020-11-02 19:55:03.573 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@2aa6311a
[DEBUG] 2020-11-02 19:55:03.580 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@2d0ecb24
[DEBUG] 2020-11-02 19:55:03.583 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@2d0ecb24
[DEBUG] 2020-11-02 19:55:03.587 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7e00ed0f
[DEBUG] 2020-11-02 19:55:03.590 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7e00ed0f
[DEBUG] 2020-11-02 19:55:03.591 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@37d871c2
[DEBUG] 2020-11-02 19:55:03.594 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@37d871c2
[DEBUG] 2020-11-02 19:55:03.595 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@4eed2acf
[DEBUG] 2020-11-02 19:55:03.599 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@4eed2acf
[DEBUG] 2020-11-02 19:55:03.600 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@21ac5eb4
[DEBUG] 2020-11-02 19:55:03.600 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@21ac5eb4
[DEBUG] 2020-11-02 19:55:03.601 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@21ac5eb4
[DEBUG] 2020-11-02 19:55:03.602 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@6428591a
[DEBUG] 2020-11-02 19:55:03.603 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@6014a9ba
[DEBUG] 2020-11-02 19:55:03.606 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@6014a9ba
[DEBUG] 2020-11-02 19:55:03.607 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@6014a9ba
[DEBUG] 2020-11-02 19:55:03.610 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@6bda1d19
[DEBUG] 2020-11-02 19:55:03.611 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@6794ac0b
[DEBUG] 2020-11-02 19:55:03.611 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@6794ac0b
[DEBUG] 2020-11-02 19:55:03.612 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@46a953cf
[DEBUG] 2020-11-02 19:55:03.613 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@46a953cf
[DEBUG] 2020-11-02 19:55:03.616 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@680a66dd
[DEBUG] 2020-11-02 19:55:03.618 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@680a66dd
[DEBUG] 2020-11-02 19:55:03.619 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@76ddd61a
[DEBUG] 2020-11-02 19:55:03.622 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@76ddd61a
[DEBUG] 2020-11-02 19:55:03.623 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@33a3c44a
[DEBUG] 2020-11-02 19:55:03.623 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@33a3c44a
[DEBUG] 2020-11-02 19:55:03.623 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@93f432e
[DEBUG] 2020-11-02 19:55:03.624 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@58cf8f94
[DEBUG] 2020-11-02 19:55:03.624 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@58cf8f94
[DEBUG] 2020-11-02 19:55:03.628 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@58cf8f94
[DEBUG] 2020-11-02 19:55:03.629 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@fabb651
[DEBUG] 2020-11-02 19:55:03.633 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@fabb651
[DEBUG] 2020-11-02 19:55:03.634 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@fabb651
[DEBUG] 2020-11-02 19:55:03.635 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@3872bc37
[DEBUG] 2020-11-02 19:55:03.635 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2cfa2c4f
[DEBUG] 2020-11-02 19:55:03.637 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@5e2a3040
[DEBUG] 2020-11-02 19:55:03.637 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@5e2a3040
[DEBUG] 2020-11-02 19:55:03.637 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@5e2a3040
[DEBUG] 2020-11-02 19:55:03.641 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@5bb51241
[DEBUG] 2020-11-02 19:55:03.647 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@5bb51241
[DEBUG] 2020-11-02 19:55:03.647 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@5bb51241
[DEBUG] 2020-11-02 19:55:03.647 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@70f822e
[DEBUG] 2020-11-02 19:55:03.648 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@17a703f5
[DEBUG] 2020-11-02 19:55:03.649 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@2caa5d7c
[DEBUG] 2020-11-02 19:55:03.649 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@2caa5d7c
[DEBUG] 2020-11-02 19:55:03.654 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@38fc5554
[DEBUG] 2020-11-02 19:55:03.655 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@54f4a7f0
[DEBUG] 2020-11-02 19:55:03.656 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@54f4a7f0
[DEBUG] 2020-11-02 19:55:03.657 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@43b40233
[DEBUG] 2020-11-02 19:55:03.657 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@43b40233
[DEBUG] 2020-11-02 19:55:03.657 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@2184b4f4
[DEBUG] 2020-11-02 19:55:03.657 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@316a598d
[DEBUG] 2020-11-02 19:55:03.658 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@778d82e9
[DEBUG] 2020-11-02 19:55:03.661 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@ef1695a
[DEBUG] 2020-11-02 19:55:03.661 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@ef1695a
[DEBUG] 2020-11-02 19:55:03.668 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@7139bd31
[DEBUG] 2020-11-02 19:55:03.670 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@199bc830
[DEBUG] 2020-11-02 19:55:03.670 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@4b3fe06e
[DEBUG] 2020-11-02 19:55:03.672 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@27b45ea
[DEBUG] 2020-11-02 19:55:03.672 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@3e17a0a1
[DEBUG] 2020-11-02 19:55:03.672 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@790a251b
[DEBUG] 2020-11-02 19:55:03.673 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@4d8286c4
[DEBUG] 2020-11-02 19:55:03.673 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@150ede8b
[DEBUG] 2020-11-02 19:55:03.742 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-11-02 19:55:03.747 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-11-02 19:55:03.750 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-11-02 19:55:03.750 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-11-02 19:55:03.755 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-11-02 19:55:03.755 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-11-02 19:55:03.756 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-11-02 19:55:03.757 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-11-02 19:55:03.767 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-11-02 19:55:03.767 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-11-02 19:55:03.768 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-11-02 19:55:03.769 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-11-02 19:55:03.769 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-11-02 19:55:03.770 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-11-02 19:55:03.777 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test?serverTimezone=UTC
[INFO ] 2020-11-02 19:55:03.778 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-11-02 19:55:03.778 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-11-02 19:55:04.208 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-11-02 19:55:04.588 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.16
      major : 8
      minor : 0
[DEBUG] 2020-11-02 19:55:04.590 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-11-02 19:55:04.590 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-11-02 19:55:04.723 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-11-02 19:55:04.824 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-11-02 19:55:04.885 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-11-02 19:55:04.999 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-11-02 19:55:05.015 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@6deee370] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@49c17ba4]
[DEBUG] 2020-11-02 19:55:05.167 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.Product
[DEBUG] 2020-11-02 19:55:05.244 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-11-02 19:55:05.271 [main] EntityBinder - Import with entity name Product
[DEBUG] 2020-11-02 19:55:05.280 [main] EntityBinder - Bind entity edu.matc.entity.Product on table product
[DEBUG] 2020-11-02 19:55:05.364 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=item_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-11-02 19:55:05.369 [main] PropertyBinder - MetadataSourceProcessor property itemId with lazy=false
[DEBUG] 2020-11-02 19:55:05.384 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.Product:itemId]
[DEBUG] 2020-11-02 19:55:05.393 [main] SimpleValueBinder - building SimpleValue for itemId
[DEBUG] 2020-11-02 19:55:05.397 [main] PropertyBinder - Building property itemId
[DEBUG] 2020-11-02 19:55:05.403 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(item_id)]), itemId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-11-02 19:55:05.416 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=customizable, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-11-02 19:55:05.417 [main] PropertyBinder - MetadataSourceProcessor property customizable with lazy=false
[DEBUG] 2020-11-02 19:55:05.417 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.Product:customizable]
[DEBUG] 2020-11-02 19:55:05.417 [main] SimpleValueBinder - building SimpleValue for customizable
[DEBUG] 2020-11-02 19:55:05.418 [main] PropertyBinder - Building property customizable
[DEBUG] 2020-11-02 19:55:05.421 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=description, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-11-02 19:55:05.421 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2020-11-02 19:55:05.430 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.Product:description]
[DEBUG] 2020-11-02 19:55:05.431 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2020-11-02 19:55:05.431 [main] PropertyBinder - Building property description
[DEBUG] 2020-11-02 19:55:05.432 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=image, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-11-02 19:55:05.435 [main] PropertyBinder - MetadataSourceProcessor property image with lazy=false
[DEBUG] 2020-11-02 19:55:05.435 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.Product:image]
[DEBUG] 2020-11-02 19:55:05.436 [main] SimpleValueBinder - building SimpleValue for image
[DEBUG] 2020-11-02 19:55:05.437 [main] PropertyBinder - Building property image
[DEBUG] 2020-11-02 19:55:05.439 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=price, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-11-02 19:55:05.443 [main] PropertyBinder - MetadataSourceProcessor property price with lazy=false
[DEBUG] 2020-11-02 19:55:05.444 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.Product:price]
[DEBUG] 2020-11-02 19:55:05.444 [main] SimpleValueBinder - building SimpleValue for price
[DEBUG] 2020-11-02 19:55:05.444 [main] PropertyBinder - Building property price
[DEBUG] 2020-11-02 19:55:05.444 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(product), mappingColumn=production_cost, insertable=true, updatable=true, unique=false}
